100000000,-0.106140410000000
200000000,-0.154333090000000
300000000,-0.224582230000000
400000000,-0.274431080000000
500000000,-0.301744170000000
600000000,-0.351472070000000
700000000,-0.388451050000000
800000000,-0.426797250000000
900000000,-0.493701430000000
1000000000,-0.490023590000000
1100000000,-0.485438500000000
1200000000,-0.525114750000000
1300000000,-0.560162440000000
1400000000,-0.594386970000000
1500000000,-0.629598950000000
1600000000,-0.670911840000000
1700000000,-0.656421210000000
1800000000,-0.632001160000000
1900000000,-0.653271420000000
2000000000,-0.663539280000000
2100000000,-0.674011280000000
2200000000,-0.759388960000000
2300000000,-0.744780650000000
2400000000,-0.710323440000000
2500000000,-0.717113610000000
2600000000,-0.741890000000000
2700000000,-0.760439010000000
2800000000,-0.761664930000000
2900000000,-0.751503520000000
3000000000,-0.763981280000000
3100000000,-0.711544530000000
3200000000,-0.749681680000000
3300000000,-0.806075050000000
3400000000,-0.802638790000000
3500000000,-0.820185050000000
3600000000,-0.832748690000000
3700000000,-0.836184350000000
3800000000,-0.860381880000000
3900000000,-0.914140640000000
4000000000,-0.893471030000000
4100000000,-0.877570310000000
4200000000,-0.941258300000000
4300000000,-0.944845960000000
4400000000,-0.960355160000000
4500000000,-0.976383610000000
4600000000,-0.964063110000000
4700000000,-0.988125630000000
4800000000,-0.991253570000000
4900000000,-1.01219999000000
5000000000,-1.00019514000000
5100000000,-0.978121660000000
5200000000,-1.02059100000000
5300000000,-1.02235931000000
5400000000,-1.01652429000000
5500000000,-1.02365282000000
5600000000,-1.01512911000000
5700000000,-1.05228615000000
5800000000,-1.06981515000000
5900000000,-1.06523783000000
6000000000,-1.07383499000000
6100000000,-1.09700851000000
6200000000,-1.12441547000000
6300000000,-1.10890744000000
6400000000,-1.13694223000000
6500000000,-1.12883695000000
6600000000,-1.13078634000000
6700000000,-1.19164441000000
6800000000,-1.13983841000000
6900000000,-1.19659240000000
7000000000,-1.20702667000000
7100000000,-1.20083103000000
7200000000,-1.24759422000000
7300000000,-1.22722418000000
7400000000,-1.22902802000000
7500000000,-1.24194879000000
7600000000,-1.21108673000000
7700000000,-1.20310746000000
7800000000,-1.23085912000000
7900000000,-1.24672405000000
8000000000,-7.25659621000000
8100000000,-8.22791503000000
8200000000,-9.25266611000000
8300000000,-10.23433554000000
8400000000,-15.28860789000000
8500000000,-20.24994149000000
8600000000,-22.24994149000000
8700000000,-24.24994149000000
8800000000,-26.24994149000000
8900000000,-28.24994149000000
