100000000,0.002
200000000,0.111
300000000,-0.108
400000000,-0.271
500000000,-0.091
600000000,-0.282
700000000,-0.313
800000000,-0.25
900000000,-0.212
1000000000,-0.181
1100000000,-0.184
1200000000,-0.333
1300000000,-0.392
1400000000,-0.352
1500000000,-0.289
1600000000,-0.491
1700000000,-0.275
1800000000,-0.355
1900000000,-0.414
2000000000,-0.514
2100000000,-0.425
2200000000,-0.458
2300000000,-0.482
2400000000,-0.354
2480000000,-0.262
2600000000,-0.357
2700000000,-0.395
2800000000,-0.413
2900000000,-0.469
3000000000,-0.542
3100000000,-0.468
3200000000,-0.369
3300000000,-0.256
3400000000,-0.51
3500000000,-0.655
3600000000,-0.448
3700000000,-0.432
3800000000,-0.499
3900000000,-0.408
4000000000,-0.504
4100000000,-0.365
4200000000,-0.517
4300000000,-0.683
4400000000,-0.6
4500000000,-0.549
4600000000,-0.504
4700000000,-0.548
4800000000,-0.176
4900000000,-0.594
4980000000,-0.715
5100000000,-0.669
5200000000,-0.65
5300000000,-0.583
5400000000,-0.58
5500000000,-0.691
5600000000,-0.636
5700000000,-0.672
5800000000,-0.196
5900000000,-0.887
6000000000,-0.758
6100000000,-0.892
6200000000,-0.663
6300000000,-0.718
6400000000,-0.628
6500000000,-0.643
6600000000,-0.758
6700000000,-0.772
6800000000,-0.682
6900000000,-0.511
7000000000,-0.568
7100000000,-0.815
7200000000,-0.766
7300000000,-0.611
7400000000,-0.462
7480000000,-0.606
7600000000,-0.901
7700000000,-0.732
7800000000,-0.579
7900000000,-0.655
8000000000,-0.492
8100000000,-0.101
8200000000,-0.256
8300000000,-0.697
8400000000,-0.469
8500000000,-0.699
8600000000,-0.751
8700000000,-0.593
8800000000,-0.616
8900000000,-0.693
9000000000,-0.719
